Frequency (rad/s),Epsilon_r1_real,Epsilon_r1_imag,Epsilon_r2_real,Epsilon_r2_imag
425669645.4607867,50.13789706648537,-5.869859540090986,50.027579413297076,-1.1739719080181972
453567161.6408702,50.121463487252434,-5.50918491560901,50.024292697450484,-1.101836983121802
483293023.85717523,50.106987505060815,-5.170631483577727,50.02139750101216,-1.0341262967155456
514967058.1618343,50.09423611547321,-4.852849515783805,50.01884722309464,-0.970569903156761
548716943.7608588,50.083004005432215,-4.554570418067613,50.01660080108644,-0.9109140836135227
584678727.6937578,50.07311027173424,-4.274602065891683,50.014622054346844,-0.8549204131783367
622997373.2441834,50.0643955262541,-4.01182437049833,50.01287910525082,-0.802364874099666
663827344.2923075,50.05671934281641,-3.7651850711820694,50.01134386856328,-0.7530370142364139
707333227.9644439,50.04995800576171,-3.533695747809585,50.00999160115234,-0.706739149561917
753690398.0898542,50.04400252484445,-3.31642804669718,50.00880050496889,-0.663285609339436
803085722.139152,50.03875688517961,-3.1125101122331893,50.00775137703592,-0.6225020224466379
855718314.4939984,50.03413650457953,-2.9211232161512144,50.00682730091591,-0.5842246432302429
911800339.0845662,50.03006687383801,-2.7414985760712485,50.006013374767605,-0.5482997152142497
971557864.6301848,50.02648235836956,-2.5729143547901883,50.005296471673915,-0.5145828709580376
1035231775.9307377,50.02332514213657,-2.414692831787537,50.00466502842731,-0.4829385663575074
1103078744.882215,50.02054429703233,-2.2661977384911,50.004108859406465,-0.45323954769822
1175372265.1306367,50.01809496286491,-2.1268317489978457,50.00361899257298,-0.4253663497995691
1252403754.5350692,50.01593762483483,-1.996034118150396,50.00318752496697,-0.3992068236300792
1334483729.8838356,50.01403747694457,-1.8732784591147942,50.002807495388915,-0.3746556918229589
1421943058.5991647,50.01236386114231,-1.7580706528792682,50.002472772228465,-0.35161413057585367
1515134292.4760513,50.01088977320743,-1.6499468823866252,50.00217795464149,-0.329989376477325
1614433088.8316019,50.009591427449244,-1.5484717843182585,50.00191828548985,-0.30969435686365165
1720239724.7935991,50.008447873229024,-1.453236711858668,50.0016895746458,-0.2906473423717336
1832980710.8324375,50.007440657143974,-1.3638581020818454,50.00148813142879,-0.2727716204163691
1953110510.040627,50.006553525442264,-1.2799759419110266,50.00131070508845,-0.2559951883822053
2081113370.0903907,50.00577216188302,-1.2012523269083548,50.0011544323766,-0.24025046538167097
2217505275.2539296,50.00508395682315,-1.1273701074490097,50.00101679136463,-0.22547402148980195
2362836026.355175,50.00447780381424,-1.0580316171233421,50.00089556076285,-0.21160632342466842
2517691457.037277,50.00394392043439,-0.9929574784900426,50.00078878408688,-0.19859149569800852
2682695795.2797275,50.00347369046916,-0.9318854815719553,50.000694738093834,-0.18637709631439106
2858514179.6844654,50.00305952489919,-0.8745695307437534,50.00061190497984,-0.1749139061487507
3045855340.674278,50.002694739454455,-0.8207786559068898,50.00053894789089,-0.16415573118137794
3245474457.4113255,50.00237344676161,-0.7702960840820883,50.00047468935232,-0.15405921681641765
3458176201.9523773,50.002090461345965,-0.7229183677729119,50.00041809226919,-0.14458367355458238
3684817982.9116764,50.001841215956425,-0.6784545666662741,50.00036824319128,-0.13569091333325484
3926313401.7068396,50.001621687864144,-0.6367254794369116,50.00032433757283,-0.12734509588738233
4183635935.3200064,50.00142833394648,-0.5975629226134639,50.000285666789296,-0.11951258452269277
4457822860.419698,50.00125803350919,-0.5608090536440781,50.00025160670184,-0.11216181072881562
4749979434.661403,50.0011080379246,-0.526315735469908,50.00022160758492,-0.10526314709398159
5061283352.022214,50.000975926273476,-0.4939439400756737,50.0001951852547,-0.09878878801513474
5392989490.12887,50.00085956627486,-0.46356318863835055,50.000171913254974,-0.0927126377276701
5746434968.715974,50.00075707987371,-0.4350510260381282,50.00015141597474,-0.08701020520762563
6123044539.60519,50.00066681293104,-0.4082925276306887,50.000133362586205,-0.08165850552613774
6524336329.932609,50.000587308527535,-0.383179836306898,50.00011746170551,-0.0766359672613796
6951927961.775591,50.000517283449945,-0.3596117279855957,50.00010345668999,-0.07192234559711914
7407543072.847156,50.00045560748075,-0.3374932037977738,50.00009112149615,-0.06749864075955476
7893018264.543567,50.00040128515697,-0.31673510732627186,50.00008025703139,-0.06334702146525437
8410310505.352605,50.00035343970377,-0.2972537653647723,50.000070687940756,-0.05945075307295446
8961505019.46605,50.00031129888355,-0.278970650753496,50.00006225977671,-0.055794130150699194
9548823692.395638,50.00027418253219,-0.26181206593704226,50.000054836506436,-0.05236241318740845
10174634027.476042,50.00024149158123,-0.2457088459725511,50.000048298316244,-0.04914176919451022
10841458689.358328,50.00021269838903,-0.2305960797941367,50.00004253967781,-0.04611921595882734
11551985672.96478,50.00018733822456,-0.216412848612557,50.000037467644916,-0.0432825697225114
12309079138.896019,50.00016500176667,-0.20310198039774358,50.00003300035333,-0.04062039607954872
13115790958.968502,50.000145328497574,-0.19060981945625935,50.000029065699515,-0.038121963891251866
13975373018.422869,50.00012800088408,-0.1788860101762984,50.00002560017682,-0.03577720203525968
14891290324.394056,50.00011273925255,-0.16788329406969657,50.00002254785051,-0.033576658813939314
15867234973.483145,50.00009929727489,-0.15755731929382627,50.00001985945498,-0.03151146385876526
16907141034.735783,50.0000874579928,-0.14786646188636002,50.00001749159856,-0.029573292377272003
18015200408.020237,50.000077030315985,-0.13877165799298344,50.0000154060632,-0.027754331598596686
19195879721.73111,50.00006784593793,-0.13023624641231954,50.00001356918759,-0.02604724928246391
20453938337.933903,50.000059756619386,-0.12222582082382168,50.00001195132388,-0.024445164164764336
21794447537.52979,50.00005263179574,-0.11470809110334514,50.00001052635915,-0.02294161822066903
23222810962.7772,50.00004635646965,-0.10765275316766951,50.00000927129393,-0.0215305506335339
24744786399.573475,50.000040829354994,-0.10103136682358037,50.000008165871,-0.020206273364716074
26366508987.303555,50.000035961242034,-0.09481724112932136,50.000007192248404,-0.018963448225864273
28094515949.81406,50.00003167355756,-0.08898532680649267,50.000006334711514,-0.017797065361298534
29935772947.204903,50.0000278970967,-0.08351211526884786,50.00000557941934,-0.016702423053769573
31897702154.663116,50.000024570905914,-0.07837554386109492,50.00000491418118,-0.015675108772218983
33988212181.526604,50.000021641299206,-0.07355490692581404,50.00000432825984,-0.014710981385162808
36215729951.18067,50.000019060991576,-0.0690307723400887,50.000003812198315,-0.01380615446801774
38589234670.29899,50.00001678833585,-0.06478490318546842,50.00000335766717,-0.012956980637093685
41118294024.358284,50.00001478665049,-0.06080018423557425,50.000002957330096,-0.01216003684711485
43813102745.33305,50.000013023627496,-0.05706055296506074,50.0000026047255,-0.01141211059301215
46684523707.03795,50.000011470810996,-0.05355093480186886,50.0000022941622,-0.01071018696037377
49744131713.774414,50.000010103137924,-0.05025718236180123,50.00000202062758,-0.010051436472360247
53004260158.79662,50.000008898533494,-0.04716601842049791,50.0000017797067,-0.009433203684099582
56478050740.67546,50.00000783755491,-0.04426498239295558,50.000001567510985,-0.008852996478591117
60179506437.97328,50.00000690307757,-0.041542380104861144,50.000001380615515,-0.008308476020972228
64123547955.76917,50.000006080018636,-0.03898723665328455,50.000001216003724,-0.007797447330656911
68326073871.57405,50.00000535509361,-0.0365892521667215,50.00000107101872,-0.0073178504333443
72804024723.08546,50.00000471660192,-0.03433876028616389,50.00000094332039,-0.006867752057232778
77575451296.12398,50.000004154238056,-0.03222668919984138,50.00000083084761,-0.006445337839968276
82659587388.01796,50.000003658925245,-0.030244525074572762,50.00000073178505,-0.0060489050149145525
88076927339.75452,50.00000322266893,-0.02838427773632048,50.000000644533785,-0.005676855547264096
93849308649.4272,50.000002838427775,-0.02663844846161241,50.000000567685554,-0.005327689692322482
100000000000.0,50.00000249999997,-0.024999999750000005,50.00000049999999,-0.004999999950000001
